# mgf_spectrum_id,mgf_inchikey,mgf_smiles,mibig_id,mibig_name,mibig_inchi,mibig_smiles
CCMSLIB00000001552,USXIYWCPCGVOKF-NOENWEJRSA-N,C[C@H]1[C@H](CCCC(C)(Cl)Cl)OC(=O)C2=CSC(=N2)[C@@H](OC(C)=O)C(C)(C)OC(=O)C2=CSC(=N2)[C@@H](OC1=O)C(C)(C)O,BGC0001000,Hectochlorin,USXIYWCPCGVOKF-NOENWEJRSA-N,C[C@H]1[C@H](CCCC(C)(Cl)Cl)OC(=O)C2=CSC(=N2)[C@@H](OC(C)=O)C(C)(C)OC(=O)C2=CSC(=N2)[C@@H](OC1=O)C(C)(C)O
CCMSLIB00000572706,WIIZWVCIJKGZOK-RKDXNWHRSA-N,N/A,BGC0000893,Chloramphenicol,WIIZWVCIJKGZOK-UHFFFAOYSA-N,OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)N(=O)=O
CCMSLIB00000572720,WIIZWVCIJKGZOK-RKDXNWHRSA-N,N/A,BGC0000893,Chloramphenicol,WIIZWVCIJKGZOK-UHFFFAOYSA-N,OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)N(=O)=O
CCMSLIB00000572825,QJJXYPPXXYFBGM-LJIGMGMYSA-N,N/A,BGC0000353,Tacrolimus,QJJXYPPXXYFBGM-ONLNQCGCSA-N,[H][C@]1(CC[C@@H](O)[C@@H](C1)OC)\C=C(/C)[C@@H]1OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC
CCMSLIB00000572829,QJJXYPPXXYFBGM-LJIGMGMYSA-N,N/A,BGC0000353,Tacrolimus,QJJXYPPXXYFBGM-ONLNQCGCSA-N,[H][C@]1(CC[C@@H](O)[C@@H](C1)OC)\C=C(/C)[C@@H]1OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC
CCMSLIB00000572843,QJJXYPPXXYFBGM-LJIGMGMYSA-N,N/A,BGC0000353,Tacrolimus,QJJXYPPXXYFBGM-ONLNQCGCSA-N,[H][C@]1(CC[C@@H](O)[C@@H](C1)OC)\C=C(/C)[C@@H]1OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC
CCMSLIB00000572971,AKNNEGZIBPJZJG-UHFFFAOYSA-N,N/A,BGC0001325,noscapine,AKNNEGZIBPJZJG-MSOLQXFVSA-N,CN1CCC2=CC3=C(C(=C2[C@@H]1[C@@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3
CCMSLIB00000573029,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,N/A,BGC0000878,Puromycin,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,[H][C@](N)(CC1=CC=C(OC)C=C1)C(=O)N[C@@H]1[C@@H](CO)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN=C2N(C)C
CCMSLIB00000573378,OJMMVQQUTAEWLP-UHFFFAOYSA-N,N/A,BGC0000907,lincomycin,OJMMVQQUTAEWLP-KIDUDLJLSA-N,CCC[C@@H]1C[C@@H](C(N[C@H]([C@H](O)C)[C@@H]2[C@H](O)[C@H](O)[C@@H](O)[C@@H](SC)O2)=O)N(C)C1
CCMSLIB00000573723,CUCUKLJLRRAKFN-UHFFFAOYSA-N,N/A,BGC0001309,usnic acid,CUCUKLJLRRAKFN-UHFFFAOYSA-N,CC1=C(C(=C2C(=C1O)C3(C(=CC(=O)C(C3=O)C(=O)C)O2)C)C(=O)C)O
CCMSLIB00000573737,WIIZWVCIJKGZOK-UHFFFAOYSA-N,N/A,BGC0000893,Chloramphenicol,WIIZWVCIJKGZOK-UHFFFAOYSA-N,OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)N(=O)=O
CCMSLIB00000573786,GTZCVFVGUGFEME-QECJGSJFNA-N,N/A,BGC0001809,trans-aconitic acid,GTZCVFVGUGFEME-HNQUOIGGSA-N,C(/C(=C\C(=O)O)/C(=O)O)C(=O)O
CCMSLIB00000573791,GTZCVFVGUGFEME-QECJGSJFNA-N,N/A,BGC0001809,trans-aconitic acid,GTZCVFVGUGFEME-HNQUOIGGSA-N,C(/C(=C\C(=O)O)/C(=O)O)C(=O)O
CCMSLIB00000573796,GTZCVFVGUGFEME-QECJGSJFNA-N,N/A,BGC0001809,trans-aconitic acid,GTZCVFVGUGFEME-HNQUOIGGSA-N,C(/C(=C\C(=O)O)/C(=O)O)C(=O)O
CCMSLIB00000573827,RHGKLRLOHDJJDR-BYPYZUCNSA-N,N/A,BGC0000895,citrulline,RHGKLRLOHDJJDR-BYPYZUCNSA-N,C(C[C@@H](C(=O)O)N)CNC(=O)N
CCMSLIB00000573832,RHGKLRLOHDJJDR-BYPYZUCNSA-N,N/A,BGC0000895,citrulline,RHGKLRLOHDJJDR-BYPYZUCNSA-N,C(C[C@@H](C(=O)O)N)CNC(=O)N
CCMSLIB00000573837,CXNPLSGKWMLZPZ-UHFFFAOYSA-N,N/A,BGC0000874,Blasticidin S,CXNPLSGKWMLZPZ-ZNIXKSQXSA-N,CN(C(N)=N)CC[C@H](N)CC(N[C@H]1C=C[C@H](N2C=CC(N)=NC2=O)O[C@@H]1C(O)=O)=O
CCMSLIB00000573839,CXNPLSGKWMLZPZ-UHFFFAOYSA-N,N/A,BGC0000874,Blasticidin S,CXNPLSGKWMLZPZ-ZNIXKSQXSA-N,CN(C(N)=N)CC[C@H](N)CC(N[C@H]1C=C[C@H](N2C=CC(N)=NC2=O)O[C@@H]1C(O)=O)=O
CCMSLIB00000573848,WIIZWVCIJKGZOK-IUCAKERBSA-N,N/A,BGC0000893,Chloramphenicol,WIIZWVCIJKGZOK-UHFFFAOYSA-N,OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)N(=O)=O
CCMSLIB00000573876,GTZCVFVGUGFEME-QECJGSJFNA-N,N/A,BGC0001809,trans-aconitic acid,GTZCVFVGUGFEME-HNQUOIGGSA-N,C(/C(=C\C(=O)O)/C(=O)O)C(=O)O
CCMSLIB00000573884,CXNPLSGKWMLZPZ-UHFFFAOYSA-N,N/A,BGC0000874,Blasticidin S,CXNPLSGKWMLZPZ-ZNIXKSQXSA-N,CN(C(N)=N)CC[C@H](N)CC(N[C@H]1C=C[C@H](N2C=CC(N)=NC2=O)O[C@@H]1C(O)=O)=O
CCMSLIB00000573909,CXNPLSGKWMLZPZ-UHFFFAOYSA-N,N/A,BGC0000874,Blasticidin S,CXNPLSGKWMLZPZ-ZNIXKSQXSA-N,CN(C(N)=N)CC[C@H](N)CC(N[C@H]1C=C[C@H](N2C=CC(N)=NC2=O)O[C@@H]1C(O)=O)=O
CCMSLIB00000573955,CXNPLSGKWMLZPZ-UHFFFAOYSA-N,N/A,BGC0000874,Blasticidin S,CXNPLSGKWMLZPZ-ZNIXKSQXSA-N,CN(C(N)=N)CC[C@H](N)CC(N[C@H]1C=C[C@H](N2C=CC(N)=NC2=O)O[C@@H]1C(O)=O)=O
CCMSLIB00000573957,GTZCVFVGUGFEME-QECJGSJFNA-N,N/A,BGC0001809,trans-aconitic acid,GTZCVFVGUGFEME-HNQUOIGGSA-N,C(/C(=C\C(=O)O)/C(=O)O)C(=O)O
CCMSLIB00000573977,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,N/A,BGC0001238,Biotin,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
CCMSLIB00000573977,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,N/A,BGC0001239,biotin,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2
CCMSLIB00000573986,RHGKLRLOHDJJDR-BYPYZUCNSA-N,N/A,BGC0000895,citrulline,RHGKLRLOHDJJDR-BYPYZUCNSA-N,C(C[C@@H](C(=O)O)N)CNC(=O)N
CCMSLIB00000573987,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,N/A,BGC0001238,Biotin,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
CCMSLIB00000573987,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,N/A,BGC0001239,biotin,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2
CCMSLIB00000573993,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,N/A,BGC0001238,Biotin,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
CCMSLIB00000573993,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,N/A,BGC0001239,biotin,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2
CCMSLIB00000574028,GTZCVFVGUGFEME-QECJGSJFNA-N,N/A,BGC0001809,trans-aconitic acid,GTZCVFVGUGFEME-HNQUOIGGSA-N,C(/C(=C\C(=O)O)/C(=O)O)C(=O)O
CCMSLIB00000574126,IXBQSRWSVIBXNC-HSKGSTCASA-N,N/A,BGC0000396,Nodularin,IXBQSRWSVIBXNC-HSKGSTCASA-N,CO[C@@H](CC1=CC=CC=C1)[C@@H](C)\C=C(/C)\C=C\[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](C)[C@@H](NC(=O)\C(=C\C)N(C)C(=O)CC[C@@H](NC(=O)[C@H]1C)C(O)=O)C(O)=O
CCMSLIB00000574126,IXBQSRWSVIBXNC-HSKGSTCASA-N,N/A,BGC0001705,nodularin,IXBQSRWSVIBXNC-OEWCFBRQSA-N,C/C=C\1/C(=O)N[C@H]([C@H](C(=O)N[C@@H](C(=O)N[C@@H]([C@@H](C(=O)N[C@H](CCC(=O)N1C)C(=O)O)C)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C)CCCN=C(N)N)C)C(=O)O
CCMSLIB00000574166,WIIZWVCIJKGZOK-RKDXNWHRSA-N,N/A,BGC0000893,Chloramphenicol,WIIZWVCIJKGZOK-UHFFFAOYSA-N,OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)N(=O)=O
CCMSLIB00000574208,UCSJYZPVAKXKNQ-HZYVHMACSA-N,N/A,BGC0000717,streptomycin,UCSJYZPVAKXKNQ-HZYVHMACSA-N,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O
CCMSLIB00000574208,UCSJYZPVAKXKNQ-HZYVHMACSA-N,N/A,BGC0000718,streptomycin,UCSJYZPVAKXKNQ-HZYVHMACSA-N,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O
CCMSLIB00000574208,UCSJYZPVAKXKNQ-HZYVHMACSA-N,N/A,BGC0000724,streptomycin,UCSJYZPVAKXKNQ-HZYVHMACSA-N,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O
CCMSLIB00000574209,URWAJWIAIPFPJE-YFMIWBNJSA-N,N/A,BGC0000714,Sisomicin,URWAJWIAIPFPJE-YFMIWBNJSA-N,CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H]2O)OC[C@]1(C)O
CCMSLIB00000574232,RHGKLRLOHDJJDR-UHFFFAOYSA-N,N/A,BGC0000895,citrulline,RHGKLRLOHDJJDR-BYPYZUCNSA-N,C(C[C@@H](C(=O)O)N)CNC(=O)N
CCMSLIB00000574381,IXBQSRWSVIBXNC-HSKGSTCASA-N,N/A,BGC0000396,Nodularin,IXBQSRWSVIBXNC-HSKGSTCASA-N,CO[C@@H](CC1=CC=CC=C1)[C@@H](C)\C=C(/C)\C=C\[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](C)[C@@H](NC(=O)\C(=C\C)N(C)C(=O)CC[C@@H](NC(=O)[C@H]1C)C(O)=O)C(O)=O
CCMSLIB00000574381,IXBQSRWSVIBXNC-HSKGSTCASA-N,N/A,BGC0001705,nodularin,IXBQSRWSVIBXNC-OEWCFBRQSA-N,C/C=C\1/C(=O)N[C@H]([C@H](C(=O)N[C@@H](C(=O)N[C@@H]([C@@H](C(=O)N[C@H](CCC(=O)N1C)C(=O)O)C)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C)CCCN=C(N)N)C)C(=O)O
CCMSLIB00000574383,IXBQSRWSVIBXNC-HSKGSTCASA-N,N/A,BGC0000396,Nodularin,IXBQSRWSVIBXNC-HSKGSTCASA-N,CO[C@@H](CC1=CC=CC=C1)[C@@H](C)\C=C(/C)\C=C\[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](C)[C@@H](NC(=O)\C(=C\C)N(C)C(=O)CC[C@@H](NC(=O)[C@H]1C)C(O)=O)C(O)=O
CCMSLIB00000574383,IXBQSRWSVIBXNC-HSKGSTCASA-N,N/A,BGC0001705,nodularin,IXBQSRWSVIBXNC-OEWCFBRQSA-N,C/C=C\1/C(=O)N[C@H]([C@H](C(=O)N[C@@H](C(=O)N[C@@H]([C@@H](C(=O)N[C@H](CCC(=O)N1C)C(=O)O)C)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C)CCCN=C(N)N)C)C(=O)O
CCMSLIB00000574428,JLJLRLWOEMWYQK-OBDJNFEBSA-N,N/A,BGC0001269,gibberellin A1,JLJLRLWOEMWYQK-OBDJNFEBSA-N,C[C@@]12[C@H](CC[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00000574429,SEEGHKWOBVVBTQ-NFMPGMCNSA-N,N/A,BGC0001269,Gibberellin A7,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@]3(C)[C@@H](O)C=C[C@@]21OC3=O
CCMSLIB00000574429,SEEGHKWOBVVBTQ-NFMPGMCNSA-N,N/A,BGC0001270,gibberellin A7,SEEGHKWOBVVBTQ-NFMPGMCNSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@H](C4)C(=C)C5)C(=O)O)OC2=O)O
CCMSLIB00000574430,IXORZMNAPKEEDV-OBDJNFEBSA-N,N/A,BGC0001269,gibberellin A3,IXORZMNAPKEEDV-OBDJNFEBSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00000574430,IXORZMNAPKEEDV-OBDJNFEBSA-N,N/A,BGC0001604,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00000574430,IXORZMNAPKEEDV-OBDJNFEBSA-N,N/A,BGC0001605,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00000574434,JLJLRLWOEMWYQK-OBDJNFEBSA-N,N/A,BGC0001269,gibberellin A1,JLJLRLWOEMWYQK-OBDJNFEBSA-N,C[C@@]12[C@H](CC[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00000574435,RSQSQJNRHICNNH-NFMPGMCNSA-N,N/A,BGC0001269,Gibberellin A4,RSQSQJNRHICNNH-WTVOOMFRSA-N,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])C3(C)[C@@H](O)CC[C@@]21OC3=O
CCMSLIB00000574435,RSQSQJNRHICNNH-NFMPGMCNSA-N,N/A,BGC0001270,gibberellin A4,RSQSQJNRHICNNH-NFMPGMCNSA-N,C[C@@]12[C@H](CC[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@H](C4)C(=C)C5)C(=O)O)OC2=O)O
CCMSLIB00000574436,RSQSQJNRHICNNH-NFMPGMCNSA-N,N/A,BGC0001269,Gibberellin A4,RSQSQJNRHICNNH-WTVOOMFRSA-N,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])C3(C)[C@@H](O)CC[C@@]21OC3=O
CCMSLIB00000574436,RSQSQJNRHICNNH-NFMPGMCNSA-N,N/A,BGC0001270,gibberellin A4,RSQSQJNRHICNNH-NFMPGMCNSA-N,C[C@@]12[C@H](CC[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@H](C4)C(=C)C5)C(=O)O)OC2=O)O
CCMSLIB00000574440,SEEGHKWOBVVBTQ-NFMPGMCNSA-N,N/A,BGC0001269,Gibberellin A7,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@]3(C)[C@@H](O)C=C[C@@]21OC3=O
CCMSLIB00000574440,SEEGHKWOBVVBTQ-NFMPGMCNSA-N,N/A,BGC0001270,gibberellin A7,SEEGHKWOBVVBTQ-NFMPGMCNSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@H](C4)C(=C)C5)C(=O)O)OC2=O)O
CCMSLIB00000574441,RSQSQJNRHICNNH-NFMPGMCNSA-N,N/A,BGC0001269,Gibberellin A4,RSQSQJNRHICNNH-WTVOOMFRSA-N,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])C3(C)[C@@H](O)CC[C@@]21OC3=O
CCMSLIB00000574441,RSQSQJNRHICNNH-NFMPGMCNSA-N,N/A,BGC0001270,gibberellin A4,RSQSQJNRHICNNH-NFMPGMCNSA-N,C[C@@]12[C@H](CC[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@H](C4)C(=C)C5)C(=O)O)OC2=O)O
CCMSLIB00000574442,IXORZMNAPKEEDV-OBDJNFEBSA-N,N/A,BGC0001269,gibberellin A3,IXORZMNAPKEEDV-OBDJNFEBSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00000574442,IXORZMNAPKEEDV-OBDJNFEBSA-N,N/A,BGC0001604,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00000574442,IXORZMNAPKEEDV-OBDJNFEBSA-N,N/A,BGC0001605,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00000574455,UNFWWIHTNXNPBV-WXKVUWSESA-N,N/A,BGC0000715,Actinospectacin,UNFWWIHTNXNPBV-UHFFFAOYSA-N,CNC1C(O)C(NC)C2OC3(O)C(OC(C)CC3=O)OC2C1O
CCMSLIB00000574455,UNFWWIHTNXNPBV-WXKVUWSESA-N,N/A,BGC0000716,spectinomycin,UNFWWIHTNXNPBV-WXKVUWSESA-N,C[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)NC)O)NC)O)O
CCMSLIB00000574475,PIJVFDBKTWXHHD-HIFRSBDPSA-N,N/A,BGC0000820,Physostigmine,PIJVFDBKTWXHHD-HIFRSBDPSA-N,[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C
CCMSLIB00000574499,AOJJSUZBOXZQNB-UHFFFAOYSA-N,N/A,BGC0000218,doxorubicin,AOJJSUZBOXZQNB-TZSSRYMLSA-N,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O
CCMSLIB00000574501,AOJJSUZBOXZQNB-UHFFFAOYSA-N,N/A,BGC0000218,doxorubicin,AOJJSUZBOXZQNB-TZSSRYMLSA-N,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O
CCMSLIB00000574522,AOJJSUZBOXZQNB-UHFFFAOYSA-N,N/A,BGC0000218,doxorubicin,AOJJSUZBOXZQNB-TZSSRYMLSA-N,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O
CCMSLIB00000574523,AOJJSUZBOXZQNB-UHFFFAOYSA-N,N/A,BGC0000218,doxorubicin,AOJJSUZBOXZQNB-TZSSRYMLSA-N,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O
CCMSLIB00000574534,AOJJSUZBOXZQNB-UHFFFAOYSA-N,N/A,BGC0000218,doxorubicin,AOJJSUZBOXZQNB-TZSSRYMLSA-N,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O
CCMSLIB00004684386,AKNNEGZIBPJZJG-MSOLQXFVSA-N,N/A,BGC0001325,noscapine,AKNNEGZIBPJZJG-MSOLQXFVSA-N,CN1CCC2=CC3=C(C(=C2[C@@H]1[C@@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3
CCMSLIB00004684387,AKNNEGZIBPJZJG-MSOLQXFVSA-N,N/A,BGC0001325,noscapine,AKNNEGZIBPJZJG-MSOLQXFVSA-N,CN1CCC2=CC3=C(C(=C2[C@@H]1[C@@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3
CCMSLIB00004684475,IXORZMNAPKEEDV-OBDJNFEBSA-N,N/A,BGC0001269,gibberellin A3,IXORZMNAPKEEDV-OBDJNFEBSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004684475,IXORZMNAPKEEDV-OBDJNFEBSA-N,N/A,BGC0001604,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004684475,IXORZMNAPKEEDV-OBDJNFEBSA-N,N/A,BGC0001605,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004684528,OIRDTQYFTABQOQ-KQYNXXCUSA-N,N/A,BGC0001735,vidarabine,OIRDTQYFTABQOQ-UHTZMRCNSA-N,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O
CCMSLIB00004684529,OIRDTQYFTABQOQ-KQYNXXCUSA-N,N/A,BGC0001735,vidarabine,OIRDTQYFTABQOQ-UHTZMRCNSA-N,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O
CCMSLIB00004684534,WIIZWVCIJKGZOK-RKDXNWHRSA-N,N/A,BGC0000893,Chloramphenicol,WIIZWVCIJKGZOK-UHFFFAOYSA-N,OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)N(=O)=O
CCMSLIB00004684535,WIIZWVCIJKGZOK-RKDXNWHRSA-N,N/A,BGC0000893,Chloramphenicol,WIIZWVCIJKGZOK-UHFFFAOYSA-N,OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)N(=O)=O
CCMSLIB00004684536,WIIZWVCIJKGZOK-RKDXNWHRSA-N,N/A,BGC0000893,Chloramphenicol,WIIZWVCIJKGZOK-UHFFFAOYSA-N,OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)N(=O)=O
CCMSLIB00004684537,WIIZWVCIJKGZOK-RKDXNWHRSA-N,N/A,BGC0000893,Chloramphenicol,WIIZWVCIJKGZOK-UHFFFAOYSA-N,OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)N(=O)=O
CCMSLIB00004684574,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,N/A,BGC0001238,Biotin,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
CCMSLIB00004684574,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,N/A,BGC0001239,biotin,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2
CCMSLIB00004684575,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,N/A,BGC0001238,Biotin,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
CCMSLIB00004684575,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,N/A,BGC0001239,biotin,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2
CCMSLIB00004684576,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,N/A,BGC0001238,Biotin,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
