compound_name	class:subclass	as_classes	smiles	inchi_key	cf_kingdom	cf_superclass	cf_class	cf_subclass	cf_direct_parent	npc_class	npc_superclass	npc_pathway	npc_isglycoside
BGC0000984_delftibactin B	NRP:,Polyketide:	NRPS,T1PKS	C/C=C(/C(=O)NC(CCCN(C(=O)C)O)C(=O)NC(CO)C(=O)NC(CCCN=C(N)N)C(=O)NC1CCCN(C1=O)O)\NC(=O)CNC(=O)C(C(C)O)NC(=O)C(C(C(=O)O)O)NC(=O)C(C)C(C(C)N)O	YHBAYFBDFCGZTI-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Peptidomimetics	Hybrid peptides	Hybrid peptides	Linear peptides	Oligopeptides	Amino acids and Peptides	0
BGC0000985_didemnin B	NRP:Cyclic depsipeptide,Polyketide:Other	NRPS	CC[C@H](C)[C@@H]1[C@H](CC(=O)O[C@H](C(=O)[C@@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)O[C@@H]([C@@H](C(=O)N1)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]3CCCN3C(=O)C(C)O)C)CC4=CC=C(C=C4)OC)C)CC(C)C)C)C(C)C)O	KYHUYMLIVQFXRI-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Peptidomimetics	Depsipeptides	Cyclic depsipeptides	Cyclic peptides; Depsipeptides	Oligopeptides	Amino acids and Peptides; Polyketides	0
BGC0000985_didemnin X	NRP:Cyclic depsipeptide,Polyketide:Other	NRPS	CCCCCCC[C@H](CC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H]2[C@@H](OC(=O)[C@@H](N(C(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)[C@H](C(=O)[C@@H](OC(=O)C[C@@H]([C@@H](NC2=O)[C@@H](C)CC)O)C(C)C)C)CC(C)C)C)CC4=CC=C(C=C4)OC)C)O	BUHGEDVBBOQECR-UHFFFAOYSA-N						Cyclic peptides; Depsipeptides; Lipopeptides	Oligopeptides	Amino acids and Peptides; Polyketides	0
BGC0000985_didemnin Y	NRP:Cyclic depsipeptide,Polyketide:Other	NRPS	CCCCCCC[C@H](CC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H]2[C@@H](OC(=O)[C@@H](N(C(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)[C@H](C(=O)[C@@H](OC(=O)C[C@@H]([C@@H](NC2=O)[C@@H](C)CC)O)C(C)C)C)CC(C)C)C)CC4=CC=C(C=C4)OC)C)O	GXKAOWYTJPGGBI-UHFFFAOYSA-N						Cyclic peptides; Depsipeptides; Lipopeptides	Oligopeptides	Amino acids and Peptides; Polyketides	0
BGC0000985_nordidemnin B	NRP:Cyclic depsipeptide,Polyketide:Other	NRPS	C[C@@H]1[C@@H](C(=O)N[C@@H]([C@H](CC(=O)O[C@H](C(=O)[C@@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)O1)CC3=CC=C(C=C3)OC)C)CC(C)C)C)C(C)C)O)C(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]4CCCN4C(=O)[C@H](C)O	CKVQLVKUIHIXIC-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Peptidomimetics	Depsipeptides	Cyclic depsipeptides	Cyclic peptides; Depsipeptides	Oligopeptides	Amino acids and Peptides; Polyketides	0
BGC0000988_epothilone B	NRP:,Polyketide:	T1PKS,NRPS	C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\C1=CSC(C)=N1	QXRSDHAAWVKZLJ-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolides and analogues	Epothilones and analogues	Epothilones and analogues	Epothilones	Macrolides	Amino acids and Peptides; Polyketides	0
BGC0000989_epothilone	NRP:,Polyketide:	T1PKS,NRPS	C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C	QXRSDHAAWVKZLJ-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolides and analogues	Epothilones and analogues	Epothilones and analogues	Epothilones	Macrolides	Amino acids and Peptides; Polyketides	0
BGC0000990_epothilone	NRP:,Polyketide:	T1PKS,NRPS	C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C	QXRSDHAAWVKZLJ-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolides and analogues	Epothilones and analogues	Epothilones and analogues	Epothilones	Macrolides	Amino acids and Peptides; Polyketides	0
BGC0000991_epothilone	NRP:,Polyketide:	T1PKS,NRPS	C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C	QXRSDHAAWVKZLJ-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolides and analogues	Epothilones and analogues	Epothilones and analogues	Epothilones	Macrolides	Amino acids and Peptides; Polyketides	0
BGC0000992_fusaridione A	NRP:,Polyketide:	T1PKS,NRPS	C/C=C/[C@@H]1C=C[C@@H]2C[C@@H](CC[C@H]2[C@]1(C)C(=O)C3=C(N([C@H](C3=O)CO)C)O)C	SLOQQJFOWFUUMP-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Pyrrolines		Pyrrolines	3-Decalinoyltetramic acids	Cyclic polyketides	Amino acids and Peptides; Polyketides	0
BGC0000993_FR901228	NRP:Cyclic depsipeptide,Polyketide:Macrolide	NRPS	C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C	OHRURASPPZQGQM-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Peptidomimetics	Depsipeptides	Cyclic depsipeptides	Cyclic peptides; Depsipeptides	Oligopeptides	Amino acids and Peptides; Polyketides	0
BGC0000994_FR-900520	NRP:,Polyketide:	T1PKS,NRPS	[H][C@]12O[C@](O)([C@H](C)C[C@@H]1OC)C(=O)C(=O)N1CCCC[C@@]1([H])C(=O)O[C@@H]([C@H](C)[C@@H](O)CC(=O)[C@H](CC)\C=C(C)/C[C@H](C)C[C@@H]2OC)C(\C)=C\[C@@H]1CC[C@@H](O)C(C1)OC	ZDQSOHOQTUFQEM-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolide lactams		Macrolide lactams	Ascomycins and Rapamycins	Macrolides	Polyketides	1
BGC0000995_FR901464	NRP:,Polyketide:	transAT-PKS,NRPS,PKS-like	CC(OC(C)=O)\C=C/C(=O)NC1CC(C)C(C\C=C(/C)\C=C\C2OC(C)(O)CC3(CO3)C2O)OC1C	PJKVJJDQXZARCA-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines	Fatty amides	Fatty acids	1
BGC0000996_frontalamide B	NRP:,Polyketide:Other	T1PKS,NRPS	O=C(NCCC(O)C1C(O)=C(C(/C=C/2)=O)C(N1)=O)/C=C\C[C@H]([C@]3([H])[C@]4([H])[C@@]5([H])[C@@](C[C@H](C=C)[C@@H]5C)([H])C3)[C@H]2CC4=O	UYHAPWHCOYGBND-UHFFFAOYSA-N						Macrocyclic tetramic acids	Macrolides	Amino acids and Peptides; Polyketides	0
BGC0000997_glidobactin	NRP:,Polyketide:	NRPS,T1PKS	CCCCCCC/C=C/C=C/C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]1C[C@H](CCNC(=O)/C=C\[C@@H](NC1=O)C)O	TYGJUQYJMIOZLZ-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Dipeptides	Cyclic peptides	Oligopeptides	Amino acids and Peptides	0
BGC0001000_hectochlorin	NRP:Other lipopeptide,Polyketide:Other	NRPS,T1PKS	C[C@H]1[C@H](CCCC(C)(Cl)Cl)OC(=O)C2=CSC(=N2)[C@@H](OC(C)=O)C(C)(C)OC(=O)C2=CSC(=N2)[C@@H](OC1=O)C(C)(C)O	USXIYWCPCGVOKF-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Peptidomimetics	Depsipeptides	Cyclic depsipeptides	Cyclic peptides; Depsipeptides	Oligopeptides	Amino acids and Peptides; Polyketides	0
BGC0001001_jamaicamide A	NRP:,Polyketide:Other	T1PKS,T3PKS,PKS-like,NRPS	CO\C(CCNC(=O)CC\C=C\C(C)CC\C(CCCC#CBr)=C\Cl)=C\C(=O)N1C(C)C=CC1=O	NAIKIJSSBJHCBL-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	Lipopeptides; Open-chain polyketides	Oligopeptides; Linear polyketides	Amino acids and Peptides; Polyketides	0
BGC0001001_jamaicamide B	NRP:,Polyketide:Other	T1PKS,T3PKS,PKS-like,NRPS	CO\C(CCNC(=O)CC\C=C\C(C)CC\C(CCCC#C)=C\Cl)=C\C(=O)N1C(C)C=CC1=O	KZVHAGNFWJIOMX-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	Lipopeptides; Open-chain polyketides	Oligopeptides; Linear polyketides	Amino acids and Peptides; Polyketides	0
BGC0001001_jamaicamide C	NRP:,Polyketide:Other	T1PKS,T3PKS,PKS-like,NRPS	CO\C(CCNC(=O)CC\C=C\C(C)CC\C(CCCC=C)=C\Cl)=C\C(=O)N1C(C)C=CC1=O	PRVBXXHHHXSICY-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	Lipopeptides; Open-chain polyketides	Oligopeptides; Linear polyketides	Amino acids and Peptides; Polyketides	0
BGC0001002_jawsamycin	NRP:,Polyketide:	NRPS,T1PKS	C[C@@H]1C[C@H]1/C=C\[C@H]2C[C@@H]2[C@@H]3C[C@H]3[C@H]4C[C@H]4[C@@H]5C[C@@H]5/C=C/C=C/C(=O)NC[C@H]6[C@@H]([C@H]([C@@H](O6)N7CCC(=O)NC7=O)O)O	QOOORVUXEUQEKV-UHFFFAOYSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glycosylamines		Pseudoalkaloids	Alkaloids; Terpenoids	1
BGC0001003_α-lipomycin	NRP:Other lipopeptide,Polyketide:Polyene,Saccharide:hybrid/tailoring	T1PKS,NRPS	CC(C)C(O[C@H]1C[C@H](O)[C@H](O)[C@@H](C)O1)C(C)\C=C(C)\C=C\C=C\C=C\C=C\C(=O)C1=C(O)C(CCC(O)=O)N(C)C1=O	ALLWPCYJUTZQBK-UHFFFAOYSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	O-glycosyl compounds	3-acyl tetramic acids; Open-chain polyketides	Linear polyketides	Polyketides	1
BGC0001004_lobophorin B	Polyketide:Macrolide	T1PKS,oligosaccharide	[H][C@@]12C=C[C@]3([H])C(C)=CCC(O[C@H]4C[C@](C)([C@H](NC(=O)OC)[C@H](C)O4)N(=O)=O)C(C)=C[C@@H]4C=C(CO)[C@@H](C)CC44OC(=O)C(=C4O)C(=O)[C@]3(C)[C@@]1([H])[C@H](C)C[C@@H](C)[C@H]2O[C@@H]1C[C@@H](O[C@@H]2C[C@@H](O)[C@@H](O[C@@H]3C[C@@H](O)[C@@H](OC)[C@H](C)O3)[C@H](C)O2)[C@@H](O)[C@H](C)O1	GRVIKFGPGUQNHQ-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Sesterterpenoids	Sesterterpenoids	Spirotetronate macrolides	Macrolides	Polyketides	1
BGC0001006_lymphostin	NRP:,Polyketide:	T1PKS,NRPS-like	CO\C=C\C(=O)C1=NC2=C3C(C=NC3=C(N)C=C2NC(C)=O)=C1	HQPIKMNKCMXJQC-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Quinolines and derivatives	Aminoquinolines and derivatives	Aminoquinolines and derivatives			Alkaloids	0
BGC0001006_lymphostinol	NRP:,Polyketide:	T1PKS,NRPS-like	CC(=O)NC1=CC(N)=C2N=CC3=C2C1=NC(=C3)C(=O)CCO	JDAAFOFFPRLIAC-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Quinolines and derivatives	Aminoquinolines and derivatives	Aminoquinolines and derivatives			Alkaloids	0
BGC0001006_neolymphostin B	NRP:,Polyketide:	T1PKS,NRPS-like	CCC(=O)NC1=C2N=C(C=C3C=NC(=C23)C(N)=C1)C(=O)C=COC	OGZSTTCVCWTRRH-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Quinolines and derivatives	Aminoquinolines and derivatives	Aminoquinolines and derivatives	Pyrroloquinoline alkaloids	Tryptophan alkaloids	Alkaloids	0
BGC0001006_neolymphostinol B	NRP:,Polyketide:	T1PKS,NRPS-like	CCC(=O)NC1=CC(N)=C2N=CC3=C2C1=NC(=C3)C(=O)CCO	GYWWOSXLGZQGOQ-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Quinolines and derivatives	Aminoquinolines and derivatives	Aminoquinolines and derivatives			Alkaloids	0
BGC0001007_lymphostin	Polyketide:,NRP:	T1PKS,NRPS-like	NC1=C(N=C2)C(C2=CC(C(/C=C/OC)=O)=N3)=C3C(NC(C)=O)=C1	HQPIKMNKCMXJQC-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Quinolines and derivatives	Aminoquinolines and derivatives	Aminoquinolines and derivatives			Alkaloids	0
BGC0001007_lymphostinol	Polyketide:,NRP:	T1PKS,NRPS-like	NC1=C(N=C2)C(C2=CC(C(CCO)=O)=N3)=C3C(NC(C)=O)=C1	JDAAFOFFPRLIAC-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Quinolines and derivatives	Aminoquinolines and derivatives	Aminoquinolines and derivatives			Alkaloids	0
BGC0001007_neolymphostin b	Polyketide:,NRP:	T1PKS,NRPS-like	NC1=C(N=C2)C(C2=CC(C(/C=C/OC)=O)=N3)=C3C(NC(CC)=O)=C1	OGZSTTCVCWTRRH-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Quinolines and derivatives	Aminoquinolines and derivatives	Aminoquinolines and derivatives	Pyrroloquinoline alkaloids	Tryptophan alkaloids	Alkaloids	0
BGC0001007_neolymphostinol B	Polyketide:,NRP:	T1PKS,NRPS-like	NC1=C(N=C2)C(C2=CC(C(CCO)=O)=N3)=C3C(NC(CC)=O)=C1	GYWWOSXLGZQGOQ-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Quinolines and derivatives	Aminoquinolines and derivatives	Aminoquinolines and derivatives			Alkaloids	0
BGC0001008_maduropeptin	Polyketide:Enediyine	T1PKS,NRPS	COC1=C2C(=C(C=C1)[C@H](CC(=O)N3C[C@H]3/C/4=C/C#C[C@H](O2)[C@]5([C@H](CC=C5C#C4)O)O)O)Cl	RUCAXECSYVMPPH-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolactams		Macrolactams	Enediynes	Macrolides	Polyketides	0
BGC0001009_melithiazol A	NRP:,Polyketide:	T1PKS,NRPS	COC(\C=C\C1=CSC(=N1)C1CSC(=N1)C(C)=C)C(C)C(\OC)=C/C(=O)OC	ANGKCYLBHBLXFP-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Azoles	Thiazoles	2,4-disubstituted thiazoles	Melithiazole and Myxothiazole derivatives	Linear polyketides	Amino acids and Peptides; Polyketides	0
BGC0001010_melithiazol A	NRP:,Polyketide:Other	T1PKS,NRPS	COC(\C=C\C1=CSC(=N1)C1CSC(=N1)C(C)=C)C(C)C(\OC)=C/C(=O)OC	ANGKCYLBHBLXFP-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Azoles	Thiazoles	2,4-disubstituted thiazoles	Melithiazole and Myxothiazole derivatives	Linear polyketides	Amino acids and Peptides; Polyketides	0
BGC0001011_meridamycin	NRP:,Polyketide:	NRPS,T1PKS	CC\C1=C/CC(OC(=O)C2CCCCN2C(=O)C(=O)C2(O)OC(CCC2C)CC(O)C(C)C(O)CC(O)CC(O)\C(C)=C\C(C)CC(C)C1O)C(\C)=C\C(C)C(C)O	DGKUOWHAUIWQTM-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolide lactams		Macrolide lactams	Ascomycins and Rapamycins	Macrolides	Polyketides	1
BGC0001012_meridamycin	NRP:,Polyketide:	T1PKS,NRPS	CC\C1=C/C[C@H](OC(=O)C2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H](CC[C@H]2C)C[C@H](O)[C@H](C)[C@@H](O)C[C@@H](O)C[C@H](O)\C(C)=C/[C@@H](C)CC(C)[C@@H]1O)C(\C)=C\[C@@H](C)[C@@H](C)O	DGKUOWHAUIWQTM-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolide lactams		Macrolide lactams	Ascomycins and Rapamycins	Macrolides	Polyketides	1
BGC0001013_meridamycin	NRP:,Polyketide:	NRPS,T1PKS	CC\C1=C/C[C@H](OC(=O)C2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H](CC[C@H]2C)C[C@H](O)[C@H](C)[C@@H](O)C[C@@H](O)C[C@H](O)\C(C)=C/[C@@H](C)CC(C)[C@@H]1O)C(\C)=C\[C@@H](C)[C@@H](C)O	DGKUOWHAUIWQTM-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolide lactams		Macrolide lactams	Ascomycins and Rapamycins	Macrolides	Polyketides	1
BGC0001014_micacocidin	NRP:NRP siderophore,Polyketide:Other	NRPS,T1PKS	OC1=C(C2=N[C@]([C@@]3([H])SC[C@]([C@@H](O)C(C)(C)C4=N[C@](C(O)=O)(C)CS4)([H])N3C)([H])CS2)C(CCCCC)=CC=C1	GGWOUCUSNYVHOC-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Alpha amino acids and derivatives	Melithiazole and Myxothiazole derivatives	Linear polyketides	Amino acids and Peptides	0
BGC0001015_microcystin	NRP:,Polyketide:	NRPS,T1PKS	C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CCCN=C(N)N)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C	ZYZCGGRZINLQBL-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Peptidomimetics	Hybrid peptides	Hybrid peptides	Cyclic peptides; Microcystins	Oligopeptides	Amino acids and Peptides	0
BGC0001016_microcystin	NRP:,Polyketide:	NRPS,T1PKS	C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CCCN=C(N)N)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C	ZYZCGGRZINLQBL-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Peptidomimetics	Hybrid peptides	Hybrid peptides	Cyclic peptides; Microcystins	Oligopeptides	Amino acids and Peptides	0
BGC0001017_microcystin LR	NRP:,Polyketide:Other	NRPS,T1PKS	C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CCCN=C(N)N)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C	ZYZCGGRZINLQBL-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Peptidomimetics	Hybrid peptides	Hybrid peptides	Cyclic peptides; Microcystins	Oligopeptides	Amino acids and Peptides	0
BGC0001018_micropeptin K139	NRP:,Polyketide:	NRPS	CCCCCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H](N2C(CCC(C2=O)NC(=O)[C@@H](NC1=O)CCCN=C(N)N)O)[C@H](C)CC)C)CC3=CC=C(C=C3)O)[C@@H](C)CC)C	ROTFFYYCARWRHQ-UHFFFAOYSA-N						Ahp-containing cyclodepsipeptides; Cyclic peptides; Depsipeptides; Lipopeptides	Oligopeptides	Amino acids and Peptides; Polyketides	0
BGC0001019_microsclerodermin M	NRP:,Polyketide:Aryl polyene	T1PKS,NRPS	CN1CC(=O)N[C@H](CC2=CNC3=CC=CC=C23)C(=O)NCC(=O)NC[C@H](O)CC(=O)N[C@H]([C@H](O)[C@@H](O)CC=CC=CC=CC2=CC=CC=C2)[C@H](O)C(=O)N[C@@H]2CC(=O)N[C@@]2(O)CC1=O	QHVAQCHLFYOGDB-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Oligopeptides	Cyclic peptides	Oligopeptides	Amino acids and Peptides	0
BGC0001020_muraymycin C1	NRP:,Polyketide:	NRPS,nucleoside	CO[C@@H]1[C@H](O)[C@@H](CN)O[C@H]1O[C@@H]([C@H](NCCCNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)N[C@@H](C(C)C)C(O)=O)[C@@H]1CCNC(=N)N1)[C@@H](O)C(C)C)C(O)=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O	GOFOFDWFFIGTML-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Dipeptides	Linear peptides	Oligopeptides	Amino acids and Peptides	1
BGC0001021_mycobactin	NRP:,Polyketide:	NRPS	C1CCN(C(=O)C(C1)NC(=O)CCOC(=O)C(CCCCCN(C=O)O)NC(=O)C2CO/C(=C\3/C=CC=CC3=O)/N2)O	NGQYHMUFXKSYFU-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Peptidomimetics	Depsipeptides	Depsipeptides	Depsipeptides; Linear peptides	Oligopeptides	Amino acids and Peptides; Polyketides	0
BGC0001022_myxalamid	NRP:,Polyketide:	T1PKS,NRPS	C[C@@H](CO)NC(=O)/C(=C/C=C/C=C\C=C\C(=C\[C@@H](C)[C@H](/C(=C/C(C)C)/C)O)\C)/C	QQZJCNSHAVQKIC-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Monoterpenoids	Acyclic monoterpenoids	Open-chain polyketides	Linear polyketides	Polyketides	0
BGC0001023_myxochromide S1	NRP:,Polyketide:Other	NRPS,T1PKS	C\C=C\C=C\C=C\C=C\C=C\C=C\C=C\C(=O)N(C)[C@H]1[C@@H](C)OC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC1=O	BHYCLFCOZPICKT-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Peptidomimetics	Depsipeptides	Cyclic depsipeptides	Cyclic peptides; Depsipeptides	Oligopeptides	Amino acids and Peptides; Polyketides	0
BGC0001024_myxothiazol	NRP:,Polyketide:Other	T1PKS,NRPS	COC(\C=C\C1=CSC(=N1)C1=CSC(=N1)C(C)\C=C\C=C\C(C)C)C(C)C(\OC)=C/C(N)=O	XKTFQMCPGMTBMD-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Azoles	Thiazoles	2,4-disubstituted thiazoles	Melithiazole and Myxothiazole derivatives	Linear polyketides	Amino acids and Peptides; Polyketides	0
BGC0001025_myxovirescin A1	NRP:,Polyketide:Macrolide	transAT-PKS-like,transAT-PKS,NRPS,PKS-like	CCC[C@@H]1OC(=O)[C@@H](C)C[C@H](C)CCCCC(=O)CCCC(CC)\C=C\C=C(COC)\CC[C@@H](O)[C@@H](O)C[C@H](O)CNC1=O	VQWNGCSUNKJFLW-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolide lactams		Macrolide lactams	Lactam bearing macrolide lactones	Macrolides	Amino acids and Peptides; Polyketides	0
BGC0001026_NG-391	NRP:,Polyketide:	T1PKS,NRPS	COC(=O)\C(=C\C)\C=C(/C)\C=C\C=C\C=C(/C)C(=O)[C@]12O[C@H]1[C@@](O)(CCO)NC2=O	OHWILISHWFHITP-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty acid esters	Fatty acid esters	Simple tetramate alkaloids	Tetramate alkaloids	Alkaloids	0
BGC0001027_nocobactin NA	NRP:,Polyketide:	NRPS	CCCCCCCCCC(C(C)C(=O)NC1CCCCN(C1=O)O)OC(=O)C(CCCCN(C(=O)C)O)NC(=O)C2=C(OC(=C3C=CC=CC3=O)N2)C	VFWZMGZJTAPJHV-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Peptidomimetics	Depsipeptides	Depsipeptides	Depsipeptides; Linear peptides; Lipopeptides	Oligopeptides	Amino acids and Peptides; Polyketides	0
BGC0001028_nostopeptolide A2	NRP:Cyclic depsipeptide,Polyketide:	NRPS,T1PKS	CCCC(=O)N[C@@H](C(C)C)C(=O)NC1COC(=O)[C@@H]2CCCN2C(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CC(=O)[C@H](CC(C)C)NC(=O)C2C[C@H](C)CN2C1=O	UEVIIAJOLZZKQH-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Peptidomimetics	Depsipeptides	Cyclic depsipeptides	Cyclic peptides; Depsipeptides	Oligopeptides	Amino acids and Peptides; Polyketides	0
BGC0001029_nostophycin	NRP:,Polyketide:	T1PKS,NRPS	CC[C@@H](C)[C@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@@H](CCC(N)=O)NC(=O)[C@@H](O)[C@@H](C[C@H](O)CCCC2=CC=CC=C2)NC(=O)[C@@H]2CCCN2C1=O	UQSINWJOXDSXPH-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Peptidomimetics	Hybrid peptides	Hybrid peptides	Cyclic peptides	Oligopeptides	Amino acids and Peptides	0
BGC0001030_ochratoxin A	NRP:,Polyketide:	T1PKS,NRPS	[H][C@@](CC1=CC=CC=C1)(NC(=O)C1=C(O)C2=C(C[C@@]([H])(C)OC2=O)C(Cl)=C1)C(O)=O	RWQKHEORZBHNRI-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Ochratoxins and related substances		Ochratoxins and related substances	Isocoumarins	Coumarins	Shikimates and Phenylpropanoids	0
